image_time,angle_deg,inference_time_ms,delta_t,delta_angle,w,dx_dt,dy_dt,v,alpha,acceleration,puncture_detected
630.7374340000,70.94229548987167,23.016199993435293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
630.7668690000,69.77514056883192,23.001299996394664,0.02943500000003496,-1.167154921039753,-1.167154921039753,0,0,0.0,-39.65194228090255,0.0,False
630.8024690000,70.01689347810003,23.29400001326576,0.03559999999993124,0.241752909268115,0.241752909268115,0,0,0.0,39.57606264917385,0.0,False
630.8378800000,68.96248897457819,23.008799995295703,0.03541100000006736,-1.0544045035218375,-1.0544045035218375,0,0,0.0,-36.60324229158981,0.0,False
630.8682110000,69.77514056883192,23.047099995892495,0.03033099999993283,0.8126515942537225,0.8126515942537225,0,0,0.0,61.556035006419,0.0,False
630.9036670000,70.01689347810003,23.209999955724925,0.035456000000067434,0.241752909268115,0.241752909268115,0,0,0.0,-16.101610023254786,0.0,False
630.9036670000,69.81419699053515,23.209999955724925,0.0,-0.20269648756487868,-0.20269648756487868,0.0,0.0,0.0,0.0,0.0,False
630.9389510000,69.0151021641178,23.136199975851923,0.03528399999993326,-0.7990948264173454,-0.7990948264173454,-4,0,4.0,-16.902798403060732,113.36583153858878,False
630.9695650000,69.29096240835098,23.042900022119284,0.03061400000001413,0.2758602442331721,0.2758602442331721,0,0,0.0,35.11318581858043,-130.65917554054204,False
630.9996350000,69.0151021641178,23.39909999864176,0.030070000000023356,-0.2758602442331721,-0.2758602442331721,-4,0,4.0,-18.3478712492822,133.02294645816073,False
631.1064240000,69.94390526342458,23.192699998617172,0.10678899999993519,0.9288030993067764,0.9288030993067764,-4,9,9.848857801796104,11.280781199755403,54.77022728745146,False
631.2023070000,70.60218755144177,23.03600002778694,0.09588300000007166,0.6582822880171904,0.6582822880171904,-8,-5,9.433981132056603,-2.8213636545517335,-4.3269053923968865,False
631.2730540000,71.00334584451144,23.230799997691065,0.07074699999998302,0.40115829306967044,0.40115829306967044,0,4,4.0,-3.634415522178773,-76.80864392918296,False
631.3337540000,69.5377284765778,22.981800022535026,0.06069999999999709,-1.4656173679336462,-1.4656173679336462,-8,4,8.94427190999916,-30.754129505822178,81.45423245468528,False
631.3700600000,69.32557523912611,23.279700020793825,0.03630599999996775,-0.21215323745168746,-0.21215323745168746,0,0,0.0,34.52498569060409,-246.35795488368598,False
631.4053150000,68.64667785211006,31.926100025884807,0.035255000000006476,-0.6788973870160504,-0.6788973870160504,0,4,4.0,-13.239090896731732,113.45908381787733,False
631.7030320000,69.5377284765778,19.458099966868758,0.2977170000000342,0.8910506244677379,0.8910506244677379,12,0,12.0,5.2732897734546835,26.87115616507986,False
631.7386470000,71.20776199655027,18.84019997669384,0.03561500000000706,1.6700335199724776,1.6700335199724776,4,-64,64.1248781675256,21.872326140799814,1463.565300225053,True
631.7689080000,70.60218755144177,19.110399996861815,0.030260999999995875,-0.6055744451085019,-0.6055744451085019,-8,-12,14.422205101855956,-75.19936436605829,-1642.4663119419852,True
631.8041270000,69.97391090588341,18.85210000909865,0.03521899999998368,-0.6282766455583584,-0.6282766455583584,0,-4,4.0,-0.6446009384101482,-295.92563962238523,True
631.8702180000,69.92847413546127,18.770899972878397,0.06609100000002854,-0.04543677042214256,-0.04543677042214256,0,-8,8.0,8.818748016158995,60.52261276116676,True
631.9007730000,70.67412823125848,19.35290003893897,0.030554999999935717,0.7456540957972067,0.7456540957972067,0,0,0.0,25.890717271183554,-261.8229422358642,True
631.9411630000,70.08359400619092,19.235199957620353,0.040390000000002146,-0.5905342250675574,-0.5905342250675574,4,0,4.0,-33.08215699095551,99.03441445901925,True
632.0724310000,72.14968169778317,18.872100044973195,0.13126800000009098,2.0660876915922444,2.0660876915922444,40,95,103.07764064044152,20.23815337064601,754.7737501932904,True
632.1384080000,71.19302157563364,18.862700031604618,0.0659769999999753,-0.956660122149529,-0.956660122149529,-48,-111,120.93386622447825,-45.81517519352054,270.6431875357082,True
632.1687970000,69.94390526342458,19.05649999389425,0.030389000000013766,-1.249116312209054,-1.249116312209054,0,0,0.0,-9.623751688419908,-3979.5276654191803,True
632.2040250000,71.02959219151346,18.84759997483343,0.03522799999996096,1.085686928088876,1.085686928088876,0,0,0.0,66.27691723346535,0.0,True
632.2345780000,69.28317126135906,18.815300019923598,0.030553000000054453,-1.7464209301544003,-1.7464209301544003,0,4,4.0,-92.69491893556209,130.92004058497926,True
632.8062850000,68.74949449286676,19.459899980574846,0.5717069999999467,-0.533676768492299,-0.533676768492299,52,96,109.17875251164945,2.1212686947373647,183.97317596541455,True
632.9023020000,70.01689347810003,19.708700012415648,0.09601699999996072,1.267398985233271,1.267398985233271,4,9,9.848857801796104,18.757884059346853,-1034.5032099513,True
632.9682970000,70.09625046269217,19.633800024166703,0.06599500000004355,0.07935698459213825,0.07935698459213825,-8,-21,22.47220505424423,-18.00200016122962,191.27732786483517,True
633.0341780000,72.00024660287704,19.996199989691377,0.06588099999999031,1.9039961401848728,1.9039961401848728,-40,-72,82.365041127896,27.69598451136144,909.1063595522319,True
633.0341780000,71.35820810630067,19.996199989691377,0.0,-0.6420384965763759,-0.6420384965763759,0.0,0.0,0.0,0.0,0.0,True
633.0692270000,72.99205304459268,19.17360001243651,0.03504899999995814,1.6338449382920146,1.6338449382920146,-32,-60,68.0,64.93433293021509,1940.1409455357132,True
633.1048130000,72.7064061026889,19.308899994939566,0.035586000000080276,-0.28564694190377793,-0.28564694190377793,-4,-4,5.656854249492381,-53.939523413462105,-1751.9009090756754,True
633.1048130000,73.07144492916966,19.308899994939566,0.0,0.36503882648075603,0.36503882648075603,0.0,0.0,0.0,0.0,0.0,True
633.1349780000,71.05349531049094,19.769400008954108,0.030165000000010878,-2.0179496186787134,-2.0179496186787134,8,31,32.01562118716424,-78.99845666032189,1061.3499481900446,True
633.1707800000,69.954750574579,19.357699959073216,0.035801999999989675,-1.09874473591195,-1.09874473591195,0,4,4.0,25.67467970412347,-782.5155350866522,True
633.5449780000,70.01689347810003,18.821900011971593,0.3741979999999785,0.062142903521035464,0.062142903521035464,4,16,16.492422502470642,3.102335232772629,33.38452504415139,True
635.2045400000,70.4633450618716,17.602200037799776,1.6595619999999371,0.44645158377157657,0.44645158377157657,4,4,5.656854249492381,0.23157235478430793,-6.529173512636873,True
635.6045070000,70.01689347810003,18.039699993096292,0.3999670000000606,-0.44645158377157657,-0.44645158377157657,8,7,10.63014581273465,-2.2324420953304096,12.434254734119355,True
