image_time,angle_deg,inference_time_ms,delta_t,delta_angle,omega,dx_dt,dy_dt,tip_speed,puncture_detected
267.1962610000,68.49002538572978,48.38160000508651,0.0,0.0,0.0,0.0,0.0,0.0,False
267.1962610000,68.49002538572978,48.38160000508651,0.0,0.0,0.0,0.0,0.0,0.0,False
267.2262440000,69.482882303834,44.96249998919666,0.029983000000015636,0.9928569181042235,0.9928569181042235,0,-4,4.0,False
267.2262440000,69.482882303834,44.96249998919666,0.0,0.0,0.0,0.0,0.0,0.0,False
267.2567490000,68.94070079999983,42.67470000195317,0.03050500000000511,-0.542181503834172,-0.542181503834172,0,0,0.0,False
267.2567490000,68.94070079999983,42.67470000195317,0.0,0.0,0.0,0.0,0.0,0.0,False
267.2920020000,68.9565617261844,42.5558999995701,0.035253000000011525,0.015860926184572577,0.015860926184572577,0,0,0.0,False
267.2920020000,68.9565617261844,42.5558999995701,0.0,0.0,0.0,0.0,0.0,0.0,False
267.3274520000,69.10774199587411,42.61510001379065,0.035449999999968895,0.15118026968970355,0.15118026968970355,0,3,3.0,False
267.3274520000,69.10774199587411,42.61510001379065,0.0,0.0,0.0,0.0,0.0,0.0,False
267.3630590000,68.52035847275826,42.67070000059903,0.035607000000027256,-0.5873835231158466,-0.5873835231158466,0,-2,2.0,False
267.3630590000,68.52035847275826,42.67070000059903,0.0,0.0,0.0,0.0,0.0,0.0,False
267.3932280000,68.84375950143573,42.66530001768842,0.03016900000000078,0.32340102867746623,0.32340102867746623,0,0,0.0,False
267.3932280000,68.84375950143573,42.66530001768842,0.0,0.0,0.0,0.0,0.0,0.0,False
267.4286760000,68.5400766498955,42.63770001125522,0.035447999999973945,-0.30368285154023056,-0.30368285154023056,0,0,0.0,False
267.4286760000,68.5400766498955,42.63770001125522,0.0,0.0,0.0,0.0,0.0,0.0,False
267.4593790000,69.04578761554811,42.63490001903847,0.0307030000000168,0.5057109656526109,0.5057109656526109,0,-5,5.0,False
267.4593790000,69.04578761554811,42.63490001903847,0.0,0.0,0.0,0.0,0.0,0.0,False
267.4950160000,69.14893030050442,38.75730000436306,0.035637000000008356,0.1031426849563104,0.1031426849563104,0,1,1.0,False
267.4950160000,69.14893030050442,38.75730000436306,0.0,0.0,0.0,0.0,0.0,0.0,False
