image_time,angle_deg,inference_time_ms,delta_t,delta_angle,w,dx_dt,dy_dt,v,alpha,acceleration,puncture_detected
76.9686740000,63.62566508738511,136.63850000011735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
77.0091260000,62.78388844269253,17.15379999950528,0.04045200000000193,-0.8417766446925796,-0.8417766446925796,0,0,0.0,-20.809271351046657,0.0,False
77.0347880000,62.440774617299354,27.119700011098757,0.025662000000011176,-0.3431138253931749,-0.3431138253931749,4,-4,5.656854249492381,19.43195461379423,220.43699826552557,False
77.0698710000,62.80501593610465,28.499200008809566,0.0350830000000002,0.3642413188052984,0.3642413188052984,0,0,0.0,20.16233344350453,-161.2420331639925,False
77.1054900000,62.33067037055602,17.223200004082173,0.03561899999999696,-0.4743455655486315,-0.4743455655486315,0,-4,4.0,-23.543246142620553,112.29961537382694,False
77.1362160000,63.46270839733119,18.771000002743676,0.030726000000001363,1.1320380267751702,1.1320380267751702,0,4,4.0,52.28092144515168,0.0,False
77.1714450000,63.65705887935497,18.745899986242875,0.035229000000001065,0.19435048202377914,0.19435048202377914,0,4,4.0,-26.616921989025027,0.0,False
77.2068470000,63.59073213733828,21.72639998025261,0.03540199999999061,-0.06632674201669175,-0.06632674201669175,0,4,4.0,-7.363347382649004,0.0,False
77.2370160000,62.7004277886672,24.377699999604374,0.03016900000000078,-0.89030434867108,-0.89030434867108,0,6,6.0,-27.312062271018828,66.29321488945435,False
77.2672840000,62.74467162505693,18.181499995989725,0.030268000000006623,0.044243836389732394,0.044243836389732394,0,2,2.0,30.875782511583452,-132.15276860047325,False
77.3026570000,63.00416160591338,18.51290001650341,0.03537299999999277,0.2594899808564506,0.2594899808564506,-4,0,4.0,6.085040693940638,56.540299098193785,False
77.3382030000,62.56850726809112,15.117100003408268,0.035545999999996525,-0.4356543378222639,-0.4356543378222639,0,0,0.0,-19.55618968881963,-112.53024250268359,False
77.3685960000,62.86009853522217,23.53229999425821,0.030393000000003667,0.29159126713105366,0.29159126713105366,0,0,0.0,23.928062545758227,0.0,False
77.4038210000,62.45527509192053,24.690099991858006,0.03522499999999695,-0.40482344330164466,-0.40482344330164466,0,0,0.0,-19.770467294045666,0.0,False
77.4395060000,62.03996740217944,20.299900003010407,0.035685000000000855,-0.4153076897410841,-0.4153076897410841,0,0,0.0,-0.2937998161535437,0.0,False
77.4701380000,62.510709804105105,26.24080001260154,0.030632000000011317,0.4707424019256621,0.4707424019256621,0,0,0.0,28.925636317133026,0.0,False
77.5054190000,63.02390329413032,23.95879998221062,0.035280999999997675,0.5131934900252162,0.5131934900252162,0,0,0.0,1.2032280292383126,0.0,False
77.5354370000,62.5294724254892,19.190799997886643,0.030017999999998324,-0.4944308686411176,-0.4944308686411176,0,0,0.0,-33.56733821928143,0.0,False
77.5709800000,63.026674350729564,16.480699996463954,0.0355430000000041,0.4972019252403612,0.4972019252403612,4,0,4.0,27.89952434744857,112.53974059588495,False
77.6012160000,61.92751306414704,26.465000002644956,0.03023599999998794,-1.0991612865825218,-1.0991612865825218,0,0,0.0,-52.7967724508374,-132.29263130048935,False
77.6365010000,62.083740354404775,14.911100006429479,0.03528500000000179,0.15622729025773197,0.15622729025773197,0,-4,4.0,35.57853413178943,113.36261867648568,False
77.6674310000,61.15733986458794,22.855899995192885,0.030929999999997904,-0.9264004898168352,-0.9264004898168352,-4,-4,5.656854249492381,-35.00251471305013,53.56787098262182,False
77.7027330000,61.885660807937235,22.601200005738065,0.0353020000000015,0.7283209433492956,0.7283209433492956,4,4,5.656854249492381,46.87330556812817,0.0,False
77.7378900000,62.874267254864755,23.963200015714392,0.035156999999998106,0.9886064469275198,0.9886064469275198,-4,0,4.0,7.403518604495211,-47.127293269973826,False
77.7685790000,62.77106276570455,18.290700012585148,0.030689000000009514,-0.10320448916020553,-0.10320448916020553,0,4,4.0,-35.57662146330564,0.0,False
77.8043430000,62.769443243597095,18.63089998369105,0.03576400000000035,-0.0016195221074539745,-0.0016195221074539745,4,4,5.656854249492381,2.840425205590833,46.32743120155364,False
77.8338000000,63.11818608747893,16.206200001761317,0.029456999999993627,0.34874284388183696,0.34874284388183696,0,-4,4.0,11.894027429451972,-56.24653730837285,False
77.8692990000,61.62473889024656,23.609900003066286,0.0354990000000015,-1.4934471972323706,-1.4934471972323706,-4,-4,5.656854249492381,-51.894139021215516,46.6732654297955,False
77.9048170000,62.460808941787576,22.472500015283003,0.035517999999996164,0.8360700515410144,0.8360700515410144,-4,0,4.0,65.58694883646704,-46.648298031774296,False
77.9353790000,61.52987867483391,23.334400000749156,0.03056200000000331,-0.9309302669536663,-0.9309302669536663,0,-4,4.0,-57.816907221205724,0.0,False
77.9703930000,61.371190647940324,21.65660000173375,0.035014000000003875,-0.15868802689358574,-0.15868802689358574,0,-4,4.0,22.055241904952165,0.0,False
78.0057820000,62.510709804105105,17.836500017438084,0.03538899999999501,1.1395191561647806,1.1395191561647806,0,-4,4.0,36.683918253088514,0.0,False
