image_time,angle_deg,inference_time_ms,delta_t,delta_angle,omega,dx_dt,dy_dt,tip_speed,puncture_detected
40.6636490000,72.57290196811445,188.98479999916162,0.0,0.0,0.0,0.0,0.0,0.0,False
40.6990060000,72.71165823464275,23.38940000117873,0.03535699999999764,0.1387562665283042,0.1387562665283042,0,0,0.0,False
40.7293950000,72.19549312161423,21.859100001165643,0.030388999999999555,-0.5161651130285208,-0.5161651130285208,0,0,0.0,False
40.7649530000,72.8510136704632,24.2699000009452,0.035558000000001755,0.655520548848969,0.655520548848969,0,0,0.0,False
40.8004470000,72.60843981486337,26.176999999734107,0.035493999999999915,-0.24257385559982936,-0.24257385559982936,0,-4,4.0,False
40.8305060000,72.45089223490598,17.090599998482503,0.03005900000000139,-0.1575475799573951,-0.1575475799573951,0,-4,4.0,False
40.8671240000,73.32194074862072,20.96689999962109,0.03661799999999715,0.8710485137147401,0.8710485137147401,0,-4,4.0,False
40.9017210000,73.42437418595149,19.20109999991837,0.034597000000005096,0.10243343733077381,0.10243343733077381,0,0,0.0,False
40.9316180000,73.35534188111336,17.920400001457892,0.029896999999998286,-0.06903230483813161,-0.06903230483813161,0,0,0.0,False
40.9670130000,72.98858238325315,18.173699998442316,0.035395000000001176,-0.36675949786021533,-0.36675949786021533,0,-3,3.0,False
40.9974980000,73.18776190294949,38.331300002028,0.030484999999998763,0.19917951969634373,0.19917951969634373,0,-5,5.0,False
41.0327940000,73.47720181042365,27.81640000102925,0.03529600000000244,0.2894399074741614,0.2894399074741614,-4,0,4.0,False
41.0683190000,73.54888463489515,35.47869999965769,0.03552499999999981,0.07168282447149465,0.07168282447149465,0,0,0.0,False
41.0989630000,74.19855213219753,28.615700000955258,0.03064399999999523,0.6496674973023886,0.6496674973023886,-4,4,5.656854249492381,False
41.1288760000,72.8491284996532,32.14769999976852,0.029913000000000523,-1.3494236325443296,-1.3494236325443296,0,0,0.0,False
41.1643790000,73.70931643276464,22.23289999892586,0.03550299999999851,0.8601879331114333,0.8601879331114333,0,4,4.0,False
41.2001450000,72.75024076760235,20.008799998322502,0.03576600000000241,-0.9590756651622883,-0.9590756651622883,0,0,0.0,False
41.2303340000,73.81447563903758,29.121999999915715,0.03018900000000002,1.0642348714352323,1.0642348714352323,8,4,8.94427190999916,False
41.2658140000,74.13592613554343,67.87970000004862,0.035479999999999734,0.3214504965058467,0.3214504965058467,-8,-44,44.721359549995796,True
41.2963120000,74.20308310344383,23.733400001219707,0.03049800000000147,0.06715696790040226,0.06715696790040226,0,-12,12.0,True
41.3315190000,74.33750214140707,20.753999997396022,0.035206999999999766,0.13441903796324084,0.13441903796324084,0,0,0.0,True
41.3620060000,73.89875563298813,16.044600000896025,0.03048700000000082,-0.43874650841894436,-0.43874650841894436,0,-4,4.0,True
41.3979600000,74.5553540219833,23.8054999972519,0.03595399999999671,0.6565983889951781,0.6565983889951781,4,5,6.4031242374328485,True
41.4332090000,74.45026802438227,21.590500000456814,0.03524900000000031,-0.1050859976010372,-0.1050859976010372,-4,-5,6.4031242374328485,True
41.4628290000,74.39111729635717,20.337499998277053,0.029620000000001312,-0.05915072802510224,-0.05915072802510224,0,0,0.0,True
41.4984600000,74.29675089198459,39.12349999882281,0.03563100000000219,-0.09436640437257893,-0.09436640437257893,4,4,5.656854249492381,True
41.5289740000,73.9516822950754,58.74279999989085,0.0305139999999966,-0.34506859690918645,-0.34506859690918645,0,-4,4.0,True
41.5643840000,74.44008018908326,29.5856000011554,0.03540999999999883,0.4883978940078606,0.4883978940078606,0,8,8.0,True
41.5996600000,74.44008018908326,21.430600001622224,0.035276000000003194,0.0,0.0,0,-8,8.0,True
41.6304450000,74.2559212897054,22.548500000993954,0.030785000000001617,-0.1841588993778629,-0.1841588993778629,0,8,8.0,True
41.6655510000,74.75471019504128,22.514599997521145,0.03510599999999897,0.4987889053358856,0.4987889053358856,0,-4,4.0,True
41.7011210000,74.50839409774746,23.395299998810515,0.03556999999999988,-0.2463160972938283,-0.2463160972938283,0,0,0.0,True
41.7318150000,74.40020328952464,20.58519999991404,0.03069399999999689,-0.10819080822281535,-0.10819080822281535,0,0,0.0,True
41.7615900000,74.35707684138697,21.710999997594627,0.029775000000000773,-0.04312644813767008,-0.04312644813767008,0,0,0.0,True
41.7969000000,74.40864860165097,24.21659999890835,0.03531000000000262,0.05157176026399668,0.05157176026399668,0,0,0.0,True
41.8327500000,74.40793108084341,23.49770000000717,0.035849999999996385,-0.0007175208075551609,-0.0007175208075551609,0,0,0.0,True
41.8627640000,74.81866835787339,23.298599997360725,0.030014000000001317,0.4107372770299804,0.4107372770299804,0,-4,4.0,True
41.8982020000,74.84072385413677,24.37849999842001,0.03543799999999919,0.022055496263376995,0.022055496263376995,0,4,4.0,True
41.9336130000,74.59830708734431,28.77460000308929,0.03541100000000341,-0.24241676679245927,-0.24241676679245927,0,0,0.0,True
41.9644720000,74.3571324998857,26.382500000181608,0.030858999999999526,-0.24117458745861597,-0.24117458745861597,0,0,0.0,True
41.9994400000,74.41876107394542,28.714899999613408,0.03496799999999922,0.06162857405972488,0.06162857405972488,0,0,0.0,True
