image_time,angle_deg,inference_time_ms,delta_t,delta_angle,omega,dx_dt,dy_dt,tip_speed,puncture_detected
267.1962610000,68.41363092633009,48.50279999664053,0.0,0.0,0.0,0.0,0.0,0.0,False
267.2262440000,68.95650325015697,77.271699992707,0.029983000000015636,0.5428723238268844,0.5428723238268844,0,-6,6.0,False
267.2567490000,69.2624483231243,74.63749998714775,0.03050500000000511,0.305945072967333,0.305945072967333,0,0,0.0,False
267.2920020000,68.50761169037992,55.29310001293197,0.035253000000011525,-0.7548366327443858,-0.7548366327443858,0,0,0.0,False
267.3274520000,69.4153137768813,51.506000017980114,0.035449999999968895,0.9077020865013878,0.9077020865013878,0,2,2.0,False
267.3630590000,68.69760480424965,34.831700002541766,0.035607000000027256,-0.7177089726316552,-0.7177089726316552,-4,-6,7.211102550927978,False
267.3932280000,68.7068769658926,35.06379999453202,0.03016900000000078,0.009272161642954302,0.009272161642954302,4,0,4.0,False
267.4286760000,68.61524416437567,35.67219999968074,0.035447999999973945,-0.09163280151693698,-0.09163280151693698,0,0,0.0,False
267.4593790000,68.90728827436773,35.17660000943579,0.0307030000000168,0.2920441099920623,0.2920441099920623,0,3,3.0,False
267.4950160000,68.77475974985322,34.99580000061542,0.035637000000008356,-0.13252852451451247,-0.13252852451451247,0,-2,2.0,False
267.5299360000,68.35839910564493,35.30799999134615,0.03491999999999962,-0.41636064420828234,-0.41636064420828234,0,-2,2.0,False
267.5607840000,69.2662464574507,34.86929999780841,0.03084799999999177,0.9078473518057706,0.9078473518057706,0,-2,2.0,False
267.5965020000,68.51525540728957,34.91300001041964,0.03571799999997438,-0.750991050161133,-0.750991050161133,0,0,0.0,False
267.6259550000,68.42814675195407,34.59589998237789,0.029452999999989515,-0.0871086553354985,-0.0871086553354985,-4,-5,6.4031242374328485,False
267.6614250000,68.05799992248389,35.01370002049953,0.03547000000003209,-0.37014682947018684,-0.37014682947018684,-4,4,5.656854249492381,False
267.6967920000,68.45338783885498,34.885100001702085,0.03536700000000792,0.3953879163710923,0.3953879163710923,0,1,1.0,False
267.7273620000,68.56778085504452,34.81170002487488,0.030570000000011532,0.11439301618953834,0.11439301618953834,0,-1,1.0,False
267.7625520000,68.3772214609282,34.783100010827184,0.035190000000000055,-0.1905593941163204,-0.1905593941163204,0,-1,1.0,False
267.7980750000,68.37012488867104,35.75099998852238,0.03552299999995512,-0.007096572257154321,-0.007096572257154321,-4,-7,8.06225774829855,False
267.8284860000,68.36806093560963,35.544600017601624,0.030411000000015065,-0.0020639530614090518,-0.0020639530614090518,0,0,0.0,False
267.8587420000,68.07107849330441,35.735700017539784,0.0302560000000085,-0.29698244230522164,-0.29698244230522164,0,4,4.0,False
